expression,sentence,label,label_2,,,,,,,
חטף חום,היא חטפה חום כששמעה שהרכב החדש שלה נגרר בטעות.,פיגורטיבי,1,,,,,,,
חטף חום,הילד חטף חום כשגילה ששכח את העבודה בבית ביום ההגשה.,פיגורטיבי,1,,,,,,,
חטף חום,חטפנו חום כשהמורה הודיעה על מבחן פתע קשה במיוחד.,פיגורטיבי,1,,,,,,,
חטף חום,הוא חטף חום כשקיבל הודעה על ביטול החתונה ברגע האחרון.,פיגורטיבי,1,,,,,,,
חטף חום,חטפתי חום כשחשבתי שאיבדתי את הטלפון באמצע הקניון.,פיגורטיבי,1,,,,,,,
חטף חום,חטפה חום מההודעה על זה שהיא נכשלה בקורס שחשוב לה.,פיגורטיבי,1,,,,,,,
חטף חום,"ברגע שראתה את הציון הנמוך במבחן, היא חטפה חום.",פיגורטיבי,1,,,,,,,
חטף חום,הוא חטף חום כשראה את כמות האנשים באירוע שהוא אמור להנחות.,פיגורטיבי,1,,,,,,,
חטף חום,חטפתי חום כשהבנתי ששכחתי את הילקוט של הילד באוטובוס.,פיגורטיבי,1,,,,,,,
חטף חום,ההורים חטפו חום כשהילד לא חזר הביתה בזמן.,פיגורטיבי,1,,,,,,,
חטף חום,היא חטפה חום כשראתה את החשבון הסופי של השיפוץ.,פיגורטיבי,1,,,,,,,
חטף חום,חטף חום כשהשכן צעק עליו ליד כולם בלי סיבה ברורה.,פיגורטיבי,1,,,,,,,
חטף חום,הוא חטף חום גבוה בגלל השפעת.,מילולי,0,,,,,,,
חטף חום,הילד חטף חום גבוה בלילה וההורים נסעו איתו למוקד.,מילולי,0,,,,,,,
חטף חום,הוא חטף חום חזק אחרי שנדבק באינפלואנצה מבית הספר.,מילולי,0,,,,,,,
חטף חום,הבת שלי חטפה חום מהחיסון ביום למחרת.,מילולי,0,,,,,,,
חטף חום,המטופלת חטפה חום פתאומי ונשארה להשגחה בבית החולים.,מילולי,0,,,,,,,
חטף חום,הכלב חטף חום כששיחק שעות ארוכות בשמש בלי הפסקה.,מילולי,0,,,,,,,
חטף חום,הוא חטף חום כבד כששכב ליד המדורה בטיול ונרדם.,מילולי,0,,,,,,,
חטף חום,"במהלך החופשה בתאילנד, כולנו חטפנו חום מהאקלים הלח.",מילולי,0,,,,,,,
חטף חום,הילדה חטפה חום ביום הכי חם בשנה והרגישה חלשה מאוד.,מילולי,0,,,,,,,
חטף חום,הוא חטף חום אחרי שהתייבש במהלך אימון מאומץ בצהריים.,מילולי,0,,,,,,,
חטף חום,חטפתי חום גבוה בשבת והייתי מרותק למיטה כל היום.,מילולי,0,,,,,,,
חטף חום,האישה חטפה חום אחרי שנעקצה ממדוזה והגוף הגיב בחום.,מילולי,0,,,,,,,
חטף חום,הילד חטף חום ולא הצליח לקום לבית הספר בבוקר.,מילולי,0,,,,,,,
חטף חום,במהלך הלילה הוא חטף חום ורטט מקור בחדר ממוזג.,מילולי,0,,,,,,,
חטף חום,"אחרי הניתוח, הגוף חטף חום קל שנעלם אחרי יום.",מילולי,0,,,,,,,
שפכה אור,המצגת שהוצגה שפכה אור על הנושא המורכב.,פיגורטיבי,1,,,,,,,
שפכה אור,ההרצאה המרשימה באמת שפכה אור על ההיסטוריה של המקום.,פיגורטיבי,1,,,,,,,
שפכה אור,עדותה של האישה שפכה אור חדש על הפרשה שנשארה בערפל שנים.,פיגורטיבי,1,,,,,,,
שפכה אור,התגלית המדעית האחרונה שפכה אור על תהליכים ביולוגיים שלא הובנו בעבר.,פיגורטיבי,1,,,,,,,
שפכה אור,השיחה ביניהם סוף סוף שפכה אור על הסיבה לריחוק.,פיגורטיבי,1,,,,,,,
שפכה אור,הדו”ח הפנימי שפך אור על הכשלים בניהול הארגון.,פיגורטיבי,1,,,,,,,
שפכה אור,סדרת התחקירים בטלוויזיה שפכה אור על השחיתות בצמרת.,פיגורטיבי,1,,,,,,,
שפכה אור,תשובתו של הילד הקטן שפכה אור על מה שקרה באותו היום.,פיגורטיבי,1,,,,,,,
שפכה אור,עדות חדשה מהשטח שפכה אור מפתיע על האסון.,פיגורטיבי,1,,,,,,,
שפכה אור,ניתוח הנתונים המעמיק שפך אור על ההבדלים בין הקבוצות.,פיגורטיבי,1,,,,,,,
שפכה אור,הפגישה האישית עם האסיר שפכה אור אנושי על עברו הקשה.,פיגורטיבי,1,,,,,,,
שפכה אור,הסיפור שהיא שיתפה איתי שפך אור על ההתנהגות שלה כלפיי מהעבר.,פיגורטיבי,1,,,,,,,
שפכה אור,החקירה הצבאית שפכה אור על האירוע שהתרחש בגבול.,פיגורטיבי,1,,,,,,,
שפכה אור,עדות פתאומית של שכנה שפכה אור על היעלמותו בזמן האחרון.,פיגורטיבי,1,,,,,,,
שפכה אור,מכתב ישן שמצאה שפך אור על חייה של סבתה הצעירה.,פיגורטיבי,1,,,,,,,
שפכה אור,הבת שלי שפכה אור מהמנורה על הספר.,מילולי,0,,,,,,,
שפכה אור,המנורה הקטנה שפכה אור רך על הדף שכתבתי בו.,מילולי,0,,,,,,,
שפכה אור,פנס הרחוב שפך אור צהבהב על המדרכה הריקה.,מילולי,0,,,,,,,
שפכה אור,נר יחיד שפך אור חלש בתוך החדר החשוך.,מילולי,0,,,,,,,
שפכה אור,"היא הדליקה את הלפיד, והוא שפך אור על פני הסלעים.",מילולי,0,,,,,,,
שפכה אור,הירח המלא שפך אור כסוף על הים בלילה.,מילולי,0,,,,,,,
שפכה אור,השמש ששקעה מאחור שפכה אור אדום על הגבעות.,מילולי,0,,,,,,,
שפכה אור,הפנס שבידו שפך אור על השביל הצר והמפחיד.,מילולי,0,,,,,,,
שפכה אור,האור מהמסך שפך אור על פניה בזמן שצפתה בסרט.,מילולי,0,,,,,,,
שפכה אור,המנורה שעל שולחני שפכה אור חמים על הספרים.,מילולי,0,,,,,,,
שפכה אור,האור מהאוהל שפך אור קלוש על המדבר.,מילולי,0,,,,,,,
שפכה אור,הפנס שבקצה הקיר שפך אור ישיר על הציור.,מילולי,0,,,,,,,
שפכה אור,מנורת התקרה שפכה אור בהיר על כל החדר.,מילולי,0,,,,,,,
שפכה אור,הבהוב קל מהפנס הדולק שפך אור על הכניסה.,מילולי,0,,,,,,,
שפכה אור,אור השחר שפך אור טבעי לתוך הסלון.,מילולי,0,,,,,,,
שבר שתיקה,הוא שבר שתיקה אחרי שנים של סודיות שהיה חייב לשמור בצבא.,פיגורטיבי,1,,,,,,,
שבר שתיקה,"אחרי שנים של נתק משפחתי, היא סוף סוף שברה שתיקה.",פיגורטיבי,1,,,,,,,
שבר שתיקה,הוא שבר שתיקה פתאומית וחשף את האמת שהוסתרה מכולם על סיפור חייו.,פיגורטיבי,1,,,,,,,
שבר שתיקה,העיתונאי שבר שתיקה והעיד נגד הארגון שבו עבד.,פיגורטיבי,1,,,,,,,
שבר שתיקה,הקורבן שברה שתיקה וסיפרה על מה שעברה בילדות למרות הקושי והמבוכה.,פיגורטיבי,1,,,,,,,
שבר שתיקה,הקצין שבר שתיקה בשידור חי והאשים את הדרגים הבכירים.,פיגורטיבי,1,,,,,,,
שבר שתיקה,בת הזוג לשעבר שברה שתיקה בריאיון מטלטל שלא השאיר עין יבשה.,פיגורטיבי,1,,,,,,,
שבר שתיקה,הרב הראשי שבר שתיקה באמצע פגישת הישיבה וכולם הביטו בו בהלם.,פיגורטיבי,1,,,,,,,
שבר שתיקה,היא שברה שתיקה במכתב אישי ששלחה לאחיה הרחוק בחו״ל שלא פגשה המון זמן.,פיגורטיבי,1,,,,,,,
שבר שתיקה,הפוליטיקאי שבר שתיקה רק כשהופעל עליו לחץ ציבורי כבד.,פיגורטיבי,1,,,,,,,
שבר שתיקה,שבר שתיקה ארוכה ונתן עדות מטלטלת בבית המשפט.,פיגורטיבי,1,,,,,,,
שבר שתיקה,הילד שבר שתיקה וסיפר למורה על האלימות בבית בין ההורים.,פיגורטיבי,1,,,,,,,
שבר שתיקה,"אחרי שתיקה ארוכה, הוא שבר שתיקה במבט מצמרר.",פיגורטיבי,1,,,,,,,
שבר שתיקה,היא שברה שתיקה והודתה שהרגישה בדידות עמוקה כל השנים.,פיגורטיבי,1,,,,,,,
שבר שתיקה,הוא שבר שתיקה של עשור ופגש את אביו לראשונה.,פיגורטיבי,1,,,,,,,
שבר שתיקה,הוא שבר את השתיקה של הטלפון כשהתקשר.,מילולי,0,,,,,,,
שבר שתיקה,הטלפון צלצל ושבר את השתיקה ששררה בחדר.,מילולי,0,,,,,,,
שבר שתיקה,צעקת הילד שברה את השתיקה של הלילה השקט.,מילולי,0,,,,,,,
שבר שתיקה,נקישת הנעליים במסדרון שברה את השתיקה מצד האורחים.,מילולי,0,,,,,,,
שבר שתיקה,הכלב נבח ושבר את השתיקה המתוחה בסלון.,מילולי,0,,,,,,,
שבר שתיקה,היא צחקה בקול פתאומי ושברה את השתיקה.,מילולי,0,,,,,,,
שבר שתיקה,הרוח החזקה שברה את השתיקה בין ההרים.,מילולי,0,,,,,,,
שבר שתיקה,קולה של הציפור שבר את השתיקה שביער.,מילולי,0,,,,,,,
שבר שתיקה,הדלת נפתחה בחריקה ושברה את השתיקה המצמררת.,מילולי,0,,,,,,,
שבר שתיקה,קול נפילת הכוס שבר את השתיקה סביב שולחן האוכל.,מילולי,0,,,,,,,
שבר שתיקה,קריאת השכנה מהחלון שברה את השתיקה ברחוב.,מילולי,0,,,,,,,
שבר שתיקה,הדקות עברו עד שהוא שבר את השתיקה ולחש ״סליחה״.,מילולי,0,,,,,,,
שבר שתיקה,קול הנשימה שלו שבר את השתיקה שהייתה ביניהם.,מילולי,0,,,,,,,
שבר שתיקה,יריית הפתיחה שברה את השתיקה לפני המרוץ שליחים באולמפיאדה.,מילולי,0,,,,,,,
שבר שתיקה,השעון צלצל ושבר את השתיקה שהייתה בחדר ההמתנה.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הוא רץ אחרי הזנב של עצמו בניסיון לפתור את הבעיה בקורס האחרון ללימודים.,פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"הוא רץ אחרי הזנב של עצמו, מנסה לרצות את כולם.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"המורה ניסתה לפתור את הבעיה, אבל רק רצה אחרי הזנב של עצמה.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,כל הוויכוחים האלה מרגישים כמו לרדוף אחרי הזנב של עצמי כשאני מדבר אתך.,פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"במשך שבועות האינסטאלטור חיפש פתרונות, אבל רק רץ אחרי הזנב של עצמו.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,היא מתמודדת עם עומס תמידי בתחושה כאילו רצה אחרי הזנב שלה.,פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"כל עוד לא מתמקד, תמשיך לרוץ אחרי הזנב של עצמך.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"סבא שלי עבד ימים כלילות, אבל התקדם אפס ורץ אחרי הזנב של עצמו.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,הוא בודק שוב ושוב בלי מטרה ומרגיש כאילו רודף אחרי הזנב של עצמו.,פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,כמו ריצה אינסופית בלי כיוון הוא רץ אחרי הזנב של עצמו.,פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,התנהלות העסק הכושלת גורמת לו לרוץ אחרי הזנב של עצמו.,פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"אתה רק דוחה החלטות, רץ אחרי הזנב של עצמך כל הזמן.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,היא עושה הכל לבד ורצה אחרי הזנב של עצמה מרוב עומס.,פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"המנהל שלי רק מגיב ולא יוזם, רק רץ אחרי הזנב של עצמו.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,"מרוב בירוקרטיה, כל עובד מרגיש שרק רץ אחרי הזנב שלו.",פיגורטיבי,1,,,,,,,
רץ אחרי הזנב של עצמו,הכלב רץ אחרי הזנב של עצמו בגינת הכלבים.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הקנגרו קופץ ורץ אחרי הזנב של עצמו בחווה כמו משוגע.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,גור הכלבים הקטן רץ אחרי הזנב שלו בלי הפסקה.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,ראינו את הכלבלב רץ אחרי הזנב שלו וקפצנו מצחוק.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הוא הסתובב במהירות ורץ אחרי הזנב של עצמו שוב ושוב.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הכלב שלנו תמיד רץ אחרי הזנב שלו כשהוא מתרגש.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הילד צייר כלב שרץ אחרי הזנב של עצמו.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,"בגן החיות, השועל רץ אחרי הזנב שלו בצחוק.",מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הכלבה השתגעה מרוב שמחה ורצה אחרי הזנב שלה.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,ראיתי את הכלב רץ אחרי הזנב שלו באמצע הסלון.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,החתול רץ אחרי הזנב שלו במסדרון עד שהתעייף ונפל.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הסרטון הוויראלי הראה כלב רץ אחרי הזנב שלו בלי הפסקה.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,"כשהוא משתעמם, הכלב מתחיל לרוץ אחרי הזנב שלו לבד.",מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,הכלב קפץ והסתובב ורץ אחרי הזנב שלו בגשם.,מילולי,0,,,,,,,
רץ אחרי הזנב של עצמו,"בוקר אחד, הכלב פשוט רץ אחרי הזנב שלו על הדשא.",מילולי,0,,,,,,,
